date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,formation,referee,sh,sot,dist,fk,pk,pkatt,season,team,gf_rolling,ga_rolling,xg_rolling,xga_rolling,poss_rolling,attendance_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling
2020-10-04,14,4,1.0,1,2,0.7465764700942769,-0.08019028775317895,16,-1.3921281004728758,-1.920077541497462,1.0676034913498442,-0.963332035691344,10,12,-1.229259222068021,0.5160370212151973,-0.07402396852477956,-0.7654554198326518,-0.35197533958519506,-0.395811402901264,2021,0,0.6760622410791637,-0.04379405088287469,0.37253422480113435,0.26837539771410507,0.022505338415046577,-0.963332035691344,-0.9176868922692766,-0.038847973671368864,-0.75385470302768,0.012313788541822154,-0.35197533958519506,-0.395811402901264
2020-10-17,17,5,7.0,0,1,-1.3093661983407248,-0.08019028775317895,12,-0.4165754096493876,0.38578315783590705,-0.6921482304960753,-0.963332035691344,1,3,-0.12492285421210972,-0.31629047111465197,0.42394366555659857,1.56785220529077,-0.35197533958519506,-0.395811402901264,2021,0,0.4869867136764747,0.37485883033385775,-0.3488911947188365,0.268375397714105,0.23201747148952315,-0.963332035691344,-1.0537375306281587,-0.038847973671368864,-0.39334920496066156,-0.7654554198326518,-0.35197533958519506,-0.395811402901264
2020-10-25,19,6,1.0,1,1,-1.3093661983407248,-0.08019028775317895,10,-0.4165754096493876,-0.0013515710188438568,0.5972874099126281,-0.963332035691344,1,4,0.06729217098655654,0.12458565557262284,-1.300998159400994,1.229984962060572,-0.35197533958519506,-0.395811402901264,2021,0,-0.19832750913519248,0.3748588303338578,-0.5897982603112899,0.12101220883968472,-0.3285820963329356,-0.963332035691344,-1.0435210684649656,-0.038847973671368864,-0.06769737538226117,0.012313788541822154,-0.35197533958519506,-0.395811402901264
2020-11-01,16,7,1.0,0,2,-0.03219279915912948,-1.3361489314033763,13,-0.10449130434093382,-1.6586296306310047,-0.2018817959210262,-0.963332035691344,1,16,-1.229259222068021,-1.4543349156946173,1.8383676055382503,-0.7654554198326518,2.8411081332530443,2.526455763199557,2021,0,-0.6240519755290576,-0.08019028775317895,-0.7417596399238837,-0.5118819848934663,0.32424755692213236,-0.963332035691344,-0.4289633017645247,0.10811073522438941,-0.31702615412305835,0.6774605825062302,-0.35197533958519506,-0.395811402901264
2020-11-08,19,8,1.0,1,1,-1.3093661983407248,1.2849570665079313,1,0.43038526738860095,0.6160054614617541,0.6761173142803442,-0.963332035691344,1,13,0.25257967437495715,-0.8281984158411665,-0.4491355169176502,-0.7654554198326518,-0.35197533958519506,-0.395811402901264,2021,0,-0.8836417319468596,-0.4988431689699114,-0.31254737454656967,-0.42473268127131386,-0.0989142055014911,-0.963332035691344,-0.4289633017645247,-0.5486799104122154,0.3204377038979516,0.67746058250623,0.7123858180275514,0.5782776524656762
2020-11-22,16,9,1.0,0,0,-1.3093661983407248,-1.3361489314033763,9,-0.4165754096493876,1.376817201252038,-1.192096565192531,-0.963332035691344,7,2,-0.5338230172518553,-0.8281984158411665,0.521793257460218,1.56785220529077,-0.35197533958519506,-0.395811402901264,2021,0,-0.8836417319468598,-0.043794050882874615,-0.030227148867240133,-0.34799191339603147,0.3571743094239821,-0.963332035691344,-0.30312912556883576,-0.7193158919877204,0.02941130973986868,-0.10030862586824381,0.7123858180275514,0.5782776524656762
2020-11-29,19,10,1.0,1,1,-0.03219279915912948,0.7045244194816388,22,0.03930872918839368,0.26280159317794854,0.5182719042218038,-0.963332035691344,7,14,0.25257967437495715,-0.8281984158411665,-0.727717241989589,1.56785220529077,-0.35197533958519506,-0.395811402901264,2021,0,-0.8836417319468598,-0.46244693209960713,-0.03022714886724015,0.11139767736092916,-0.23928701561107102,-0.963332035691344,-0.5035008549816397,-0.9833792603923343,0.637008448693606,0.012313788541822154,0.7123858180275514,0.5782776524656762
2020-12-06,16,11,1.0,0,1,-1.3093661983407248,0.7045244194816388,18,-0.5867226047266119,-1.1974265283220873,1.4549358321355468,-1.6736319172427558,13,13,0.06729217098655654,-0.8281984158411665,-0.62265391267188,1.229984962060572,-0.35197533958519506,-0.395811402901264,2021,0,-0.8836417319468598,0.21777751819539792,0.017706195642535682,0.7518747519639136,0.000764217769872307,-0.963332035691344,-0.009554556167313618,-0.8281984158411665,-0.2183531671490071,0.7900829969162961,-0.35197533958519506,-0.395811402901264
2020-12-13,19,12,1.0,1,1,-1.3093661983407248,-0.08019028775317895,4,0.43038526738860095,-0.4527059803325786,1.2230145581299694,-1.6736319172427558,7,7,1.096672982294483,0.8706558651036945,-0.3802683453054371,-0.7654554198326518,-0.35197533958519506,-0.395811402901264,2021,0,-0.8836417319468598,0.024299969186633758,-0.3213297617292019,0.14739742203596648,0.2603703903882732,-1.200098662875148,-0.07131705729678049,-0.8281984158411665,-0.276192632400417,1.229984962060572,-0.35197533958519506,-0.395811402901264
2020-12-16,18,13,4.0,1,0,-0.03219279915912948,-0.08019028775317895,17,-0.7677919970011454,-0.14371524885066014,-1.1080279942471993,-0.963332035691344,1,17,-0.5338230172518553,0.12458565557262284,1.347830525920787,-0.7654554198326518,-0.35197533958519506,-0.395811402901264,2021,0,-0.8836417319468598,0.4429528504033662,-0.039009536049872374,-0.4624436384922391,1.0654074314957733,-1.436865290058952,0.47218160921866564,-0.2619136555262128,-0.5768798333223021,0.6774605825062302,-0.35197533958519506,-0.395811402901264
2020-12-19,17,14,7.0,0,1,-0.03219279915912948,0.7045244194816388,7,0.30614578712797247,-0.6211803522450494,0.5972874099126281,-0.963332035691344,1,0,0.25257967437495715,-0.8281984158411665,0.25960065404081556,1.229984962060572,2.8411081332530443,2.526455763199557,2021,0,-0.8836417319468598,0.18138128132509365,-0.30804311144638546,-0.5979492525017753,0.5233074653394388,-1.436865290058952,0.2100473786763948,0.0556810349450503,0.11496942264782328,-0.10030862586824381,-0.35197533958519506,-0.395811402901264
2020-12-26,17,15,7.0,1,2,1.3138030523023438,-0.08019028775317895,5,1.07518814219959,1.2063858098106481,-0.6921482304960753,-0.963332035691344,7,14,0.4316592611881658,0.8706558651036945,0.29259741704905906,1.229984962060572,2.8411081332530443,2.526455763199557,2021,0,-0.45791726555299456,0.18138128132509365,-0.010420314161523966,-0.40586719380942937,0.23742465793179937,-1.200098662875148,0.2718098798058617,0.05568103494505031,0.4090542782187218,-0.10030862586824381,0.7123858180275514,0.5782776524656762
2020-12-29,18,16,3.0,0,2,-0.03219279915912948,-1.3361489314033763,3,0.03930872918839368,-0.6211803522450494,0.04006337926565814,-0.963332035691344,7,13,-0.12492285421210972,-0.31629047111465197,-0.9400743029541567,1.229984962060572,-0.35197533958519506,-0.395811402901264,2021,0,0.41647248466136166,0.18138128132509365,0.20451397744213903,0.14716340290497953,-0.40096293827688223,-0.963332035691344,0.05013863943708927,0.05568103494505028,0.6333428656702206,0.5648381680961642,0.7123858180275514,1.5523667078326164
2021-01-02,20,17,7.0,0,2,1.7623664583068248,-1.3361489314033763,20,2.0249091860818487,-1.4187962675820007,0.9115285014026747,-0.963332035691344,7,13,1.5524023338447783,2.302938297035904,-0.6926151919805302,-0.7654554198326518,-0.35197533958519506,-0.395811402901264,2021,0,0.41647248466136166,-0.23727159989163882,0.47354755283865213,-0.011991631559816899,-0.01826581377259637,-0.963332035691344,0.18643869378367114,-0.091277673950708,-0.12929207728809408,1.229984962060572,0.7123858180275514,1.5523667078326164
2021-01-14,20,18,5.0,1,0,-1.3093661983407248,-1.3361489314033763,6,-0.9611924591341496,-0.4527059803325786,1.3777845245530085,-0.963332035691344,7,0,0.06729217098655654,0.12458565557262284,0.5867186104606303,-0.7654554198326518,-0.35197533958519506,-0.395811402901264,2021,0,1.0146589038166798,-0.9174960501866439,1.0464686858232775,-0.27786360333880067,0.08648121672408586,-0.963332035691344,0.6197129136069449,0.9524345636749821,-0.4466973592952093,0.5648381680961642,0.7123858180275514,0.5782776524656762
2021-01-18,20,19,2.0,1,2,1.3138030523023438,-1.3361489314033763,14,1.6704643381188524,-1.920077541497462,1.3004783099698274,-0.963332035691344,7,6,1.4039859388866798,0.8706558651036945,-0.3802683453054371,1.229984962060572,-0.35197533958519506,-0.395811402901264,2021,0,0.1402691536023236,-0.9174960501866439,0.3676751520453643,-0.8308942000532097,0.7764588017404471,-0.963332035691344,0.49825721687307517,0.7037444938312917,-0.3486569614913522,-0.10030862586824381,-0.35197533958519506,-0.395811402901264
